time,Dublin_t2m_degC,Galway_t2m_degC,Cork_t2m_degC
2024-01-01 00:00:00,5.7635803,6.396393,5.617096
2024-01-01 01:00:00,5.4459534,5.922516,5.094391
2024-01-01 02:00:00,5.434723,5.5187073,4.604645
2024-01-01 03:00:00,5.2655334,5.257721,4.1112366
2024-01-01 04:00:00,5.138092,5.1634827,3.917389
2024-01-01 05:00:00,4.7565002,4.942047,3.736969
2024-01-01 06:00:00,4.561676,5.0362854,4.0069885
2024-01-01 07:00:00,4.480377,4.542877,3.931549
2024-01-01 08:00:00,4.14151,4.815338,4.0829163
2024-01-01 09:00:00,3.872467,4.452545,5.2044983
2024-01-01 10:00:00,4.2760315,4.8404846,6.5240784
2024-01-01 11:00:00,4.980377,5.306549,7.4042053
2024-01-01 12:00:00,5.6664124,5.4652405,8.076569
2024-01-01 13:00:00,6.1666565,5.8893127,8.977203
2024-01-01 14:00:00,6.722809,6.2638245,9.601715
2024-01-01 15:00:00,6.919586,6.480133,10.267242
2024-01-01 16:00:00,7.6061096,6.863922,11.082672
2024-01-01 17:00:00,8.160797,7.2154846,11.469391
2024-01-01 18:00:00,8.986237,8.177643,11.078033
2024-01-01 19:00:00,9.697418,10.326324,10.240387
2024-01-01 20:00:00,10.262604,10.705963,10.323151
2024-01-01 21:00:00,10.024567,11.30191,10.510895
2024-01-01 22:00:00,9.668854,10.330963,10.471588
2024-01-01 23:00:00,9.45694,10.267487,10.603424
2024-01-02 00:00:00,9.138336,10.29068,10.528961
2024-01-02 01:00:00,9.091461,9.902008,10.030914
2024-01-02 02:00:00,9.217926,9.686676,9.735504
2024-01-02 03:00:00,8.911041,9.799713,9.67276
2024-01-02 04:00:00,8.7447815,9.8385315,9.592438
2024-01-02 05:00:00,8.861481,9.754059,9.756012
2024-01-02 06:00:00,8.888336,9.569977,9.523102
2024-01-02 07:00:00,9.022369,9.569244,9.246979
2024-01-02 08:00:00,8.8246155,9.353912,8.87735
2024-01-02 09:00:00,8.402008,9.235992,9.060211
2024-01-02 10:00:00,8.485016,9.252594,8.738922
2024-01-02 11:00:00,8.350494,9.7274475,8.746979
2024-01-02 12:00:00,8.293121,9.795074,9.007965
2024-01-02 13:00:00,8.33316,9.286285,9.309723
2024-01-02 14:00:00,8.714508,9.048492,9.527008
2024-01-02 15:00:00,8.598053,8.672272,9.291412
2024-01-02 16:00:00,8.556305,8.394196,8.827789
2024-01-02 17:00:00,8.140289,8.370758,8.306305
2024-01-02 18:00:00,7.7323303,8.537018,8.376862
2024-01-02 19:00:00,7.5314026,8.136871,8.152496
2024-01-02 20:00:00,7.311676,7.9933167,7.891754
2024-01-02 21:00:00,7.273834,7.5589905,7.680084
2024-01-02 22:00:00,6.8541565,7.254547,7.6842346
2024-01-02 23:00:00,6.7689514,7.261139,7.7377014
2024-01-03 00:00:00,6.563141,7.0260315,7.5592346
2024-01-03 01:00:00,6.473053,7.0101624,7.1683655
2024-01-03 02:00:00,6.351959,6.832428,7.1214905
2024-01-03 03:00:00,6.2984924,7.13443,7.3766174
2024-01-03 04:00:00,6.518219,7.4674377,6.969391
2024-01-03 05:00:00,6.808014,7.0541077,6.9095764
2024-01-03 06:00:00,6.9740295,6.981842,6.823639
2024-01-03 07:00:00,7.1063538,7.01651,6.7567444
2024-01-03 08:00:00,7.1842346,7.1217346,7.063141
2024-01-03 09:00:00,7.038971,7.355377,7.353424
2024-01-03 10:00:00,7.148834,7.8382874,6.9476624
2024-01-03 11:00:00,7.582184,8.279449,7.7052307
2024-01-03 12:00:00,8.052887,8.849762,8.574371
2024-01-03 13:00:00,8.334869,9.250885,8.942291
2024-01-03 14:00:00,8.493317,8.93277,9.23941
2024-01-03 15:00:00,8.361481,8.349762,8.77359
2024-01-03 16:00:00,7.9076233,8.028717,8.347076
2024-01-03 17:00:00,7.4967346,7.8678284,7.9908752
2024-01-03 18:00:00,7.622711,7.5680237,7.507477
2024-01-03 19:00:00,7.353668,7.365387,6.910309
2024-01-03 20:00:00,7.141754,7.296051,6.512848
2024-01-03 21:00:00,6.948639,7.1908264,6.227936
2024-01-03 22:00:00,6.7413635,7.544098,5.8155823
2024-01-03 23:00:00,6.875641,7.750641,5.766266
2024-01-04 00:00:00,6.962311,7.3334045,5.1127014
2024-01-04 01:00:00,6.8661194,7.264557,5.045807
2024-01-04 02:00:00,6.5570374,6.8441467,4.7621155
2024-01-04 03:00:00,6.3490295,6.778717,4.2377014
2024-01-04 04:00:00,5.9024963,6.42984,3.631012
2024-01-04 05:00:00,5.5279846,6.1783752,2.9674377
2024-01-04 06:00:00,5.228424,5.839752,2.4256897
2024-01-04 07:00:00,4.8231506,5.719635,2.2997131
2024-01-04 08:00:00,4.2586975,5.1610413,1.9481506
2024-01-04 09:00:00,4.033844,4.754547,1.8697815
2024-01-04 10:00:00,4.430084,5.101959,2.5589905
2024-01-04 11:00:00,5.309723,6.37027,4.3780823
2024-01-04 12:00:00,5.999298,7.54422,5.780548
2024-01-04 13:00:00,6.462311,8.444733,6.759186
2024-01-04 14:00:00,6.6826477,8.618195,7.434601
2024-01-04 15:00:00,6.453766,8.47525,7.3268127
2024-01-04 16:00:00,5.5467834,7.7362366,6.2069397
2024-01-04 17:00:00,4.6512756,6.4794006,4.3680725
2024-01-04 18:00:00,4.311432,5.89151,4.2137756
2024-01-04 19:00:00,3.8529358,5.858795,4.2533264
2024-01-04 20:00:00,3.6561584,5.6092834,4.011627
2024-01-04 21:00:00,3.6283264,5.0677795,4.118561
2024-01-04 22:00:00,3.6756897,5.2010803,3.9881897
2024-01-04 23:00:00,3.6539612,4.8941956,4.0660706
2024-01-05 00:00:00,3.584381,4.879303,4.142975
2024-01-05 01:00:00,3.3368225,4.577057,4.174713
2024-01-05 02:00:00,3.431549,4.496002,4.382721
2024-01-05 03:00:00,3.2223206,4.241852,4.0328674
2024-01-05 04:00:00,3.341217,3.9877014,4.075592
2024-01-05 05:00:00,3.691803,3.5726624,3.879303
2024-01-05 06:00:00,3.8546448,3.4249573,3.921051
2024-01-05 07:00:00,3.952301,3.1886292,3.8663635
2024-01-05 08:00:00,4.1092834,2.7049866,3.8182678
2024-01-05 09:00:00,3.9515686,3.0609436,3.8050842
2024-01-05 10:00:00,4.1219788,4.1922913,4.1532288
2024-01-05 11:00:00,5.072296,5.804718,5.8086243
2024-01-05 12:00:00,5.941681,7.252228,6.992462
2024-01-05 13:00:00,6.665436,7.8509827,7.6107483
2024-01-05 14:00:00,6.859894,7.816925,7.6997375
2024-01-05 15:00:00,6.6634827,7.431061,7.3197327
2024-01-05 16:00:00,5.9654846,6.2408752,6.4361877
2024-01-05 17:00:00,5.0311584,5.0956116,5.2655334
2024-01-05 18:00:00,4.6715393,4.355133,4.5660706
2024-01-05 19:00:00,4.2601624,3.894928,4.305084
2024-01-05 20:00:00,3.986969,3.879547,3.971344
2024-01-05 21:00:00,3.8141174,3.5934143,3.54068
2024-01-05 22:00:00,3.3021545,2.7572327,2.8275452
2024-01-05 23:00:00,2.9103088,2.584137,2.474762
2024-01-06 00:00:00,2.7745667,2.8956604,2.3526917
2024-01-06 01:00:00,2.4725647,2.9335022,2.3182678
2024-01-06 02:00:00,2.1888733,2.950592,2.2748108
2024-01-06 03:00:00,2.021637,2.9532776,2.2540588
2024-01-06 04:00:00,1.9842834,2.7850647,2.1307678
2024-01-06 05:00:00,1.8490295,2.4388733,2.091217
2024-01-06 06:00:00,1.5704651,2.2384338,1.9337463
2024-01-06 07:00:00,1.5670471,1.5123596,1.6607971
2024-01-06 08:00:00,1.3441467,0.644928,1.7484436
2024-01-06 09:00:00,1.3744202,0.077545166,1.6673889
2024-01-06 10:00:00,1.6903381,1.8192444,2.4891663
2024-01-06 11:00:00,2.9166565,3.846344,3.8365784
2024-01-06 12:00:00,4.1947327,5.5072327,5.3959045
2024-01-06 13:00:00,5.2294006,7.0555725,6.7274475
2024-01-06 14:00:00,5.736725,7.5921936,7.1214905
2024-01-06 15:00:00,5.69693,7.4684143,7.2359924
2024-01-06 16:00:00,5.2638245,6.322418,6.4513245
2024-01-06 17:00:00,3.990387,4.119293,4.009918
2024-01-06 18:00:00,3.5416565,3.3131409,2.5748596
2024-01-06 19:00:00,2.841217,2.5794983,1.5658264
2024-01-06 20:00:00,2.3243713,2.1212463,0.95913696
2024-01-06 21:00:00,1.8058167,1.4659729,0.33706665
2024-01-06 22:00:00,1.5284729,1.1886292,-0.22543335
2024-01-06 23:00:00,1.1117249,0.96328735,-0.542572
2024-01-07 00:00:00,0.80874634,1.2853088,-0.2810974
2024-01-07 01:00:00,0.49649048,0.91641235,-0.3765564
2024-01-07 02:00:00,0.38613892,0.2982483,-0.14901733
2024-01-07 03:00:00,0.4125061,-0.683197,-0.50546265
2024-01-07 04:00:00,1.1578674,-1.4808044,-0.27963257
2024-01-07 05:00:00,1.1210022,-1.4903259,-0.43954468
2024-01-07 06:00:00,0.690094,-1.2356873,-0.8333435
2024-01-07 07:00:00,0.3253479,-1.3855896,-1.1512146
2024-01-07 08:00:00,0.27407837,-1.8938904,-1.4759216
2024-01-07 09:00:00,0.07095337,-1.6438904,-1.3860779
2024-01-07 10:00:00,0.62197876,-0.81747437,-0.624115
2024-01-07 11:00:00,1.6251526,0.41226196,0.71499634
2024-01-07 12:00:00,2.6459045,1.3978577,2.1185608
2024-01-07 13:00:00,3.0416565,2.0318909,2.7506409
2024-01-07 14:00:00,3.7552795,2.8002014,3.667389
2024-01-07 15:00:00,3.8282776,2.99234,3.71109
2024-01-07 16:00:00,3.193512,2.1192932,3.1407776
2024-01-07 17:00:00,1.9772034,0.71743774,2.2115784
2024-01-07 18:00:00,1.70401,-0.15731812,1.7157288
2024-01-07 19:00:00,1.6341858,-0.49667358,1.372467
2024-01-07 20:00:00,1.3470764,-0.7876892,1.3587952
2024-01-07 21:00:00,0.4618225,-1.0479431,1.0536194
2024-01-07 22:00:00,0.8800354,-1.2859802,1.0187073
2024-01-07 23:00:00,0.9532776,-1.3338318,0.76968384
2024-01-08 00:00:00,1.1874084,-1.304779,0.68740845
2024-01-08 01:00:00,1.3329163,-0.99716187,1.0458069
2024-01-08 02:00:00,1.2884827,-1.1470642,0.8138733
2024-01-08 03:00:00,1.1810608,-0.8560486,1.0326233
2024-01-08 04:00:00,0.7142639,-0.9048767,0.8998108
2024-01-08 05:00:00,1.0990295,-0.8560486,0.70254517
2024-01-08 06:00:00,1.1273499,-0.91171265,0.5609436
2024-01-08 07:00:00,1.936676,-0.32894897,0.46206665
2024-01-08 08:00:00,2.3331604,-0.33676147,0.44839478
2024-01-08 09:00:00,2.184723,0.11050415,1.061676
2024-01-08 10:00:00,2.6888733,-0.38729858,2.0560608
2024-01-08 11:00:00,2.9710999,0.55703735,2.9398499
2024-01-08 12:00:00,3.5177307,1.6564026,3.6524963
2024-01-08 13:00:00,3.6747131,2.6629944,3.9461975
2024-01-08 14:00:00,3.9337463,2.86734,3.7442932
2024-01-08 15:00:00,3.7884827,2.7650452,3.5502014
2024-01-08 16:00:00,3.589508,1.8180237,2.8160706
2024-01-08 17:00:00,3.2001038,0.38955688,2.3485413
2024-01-08 18:00:00,3.2679749,-0.04257202,1.8539124
2024-01-08 19:00:00,3.4535217,-0.12069702,1.7992249
2024-01-08 20:00:00,3.3087463,0.006011963,1.7189026
2024-01-08 21:00:00,3.2113342,0.38320923,1.832428
2024-01-08 22:00:00,3.1488342,0.41836548,2.2210999
2024-01-08 23:00:00,3.1012268,0.5445862,2.027008
2024-01-09 00:00:00,2.9960022,0.1600647,1.6874084
2024-01-09 01:00:00,3.027008,0.054351807,1.167633
2024-01-09 02:00:00,3.1197815,-0.040374756,0.99868774
2024-01-09 03:00:00,3.2503967,0.0921936,0.848053
2024-01-09 04:00:00,3.2982483,0.24942017,0.92910767
2024-01-09 05:00:00,3.1322327,0.089263916,0.7513733
2024-01-09 06:00:00,3.1947327,0.06777954,0.9623108
2024-01-09 07:00:00,3.2623596,0.03189087,1.2740784
2024-01-09 08:00:00,3.2591858,0.22988892,1.763092
2024-01-09 09:00:00,3.1256409,0.123687744,1.705719
2024-01-09 10:00:00,3.3214417,1.3097229,2.1280823
2024-01-09 11:00:00,3.410553,2.021881,2.7445374
2024-01-09 12:00:00,3.4825745,2.914215,3.195465
2024-01-09 13:00:00,3.8294983,3.5677795,3.4877014
2024-01-09 14:00:00,3.92276,3.782135,3.4169006
2024-01-09 15:00:00,3.9637756,3.592682,3.4325256
2024-01-09 16:00:00,3.9337463,2.7071838,3.1915588
2024-01-09 17:00:00,3.7447815,1.596344,2.7623596
2024-01-09 18:00:00,3.5856018,0.82388306,2.1266174
2024-01-09 19:00:00,3.3053284,0.45767212,1.8346252
2024-01-09 20:00:00,3.0502014,0.13027954,1.4388733
2024-01-09 21:00:00,2.714264,0.016998291,1.2279358
2024-01-09 22:00:00,2.804596,-0.1368103,0.8319397
2024-01-09 23:00:00,2.6202698,-0.1668396,0.7452698
2024-01-10 00:00:00,2.5975647,-0.3008728,0.7850647
2024-01-10 01:00:00,2.611969,-0.28256226,0.752594
2024-01-10 02:00:00,2.511383,-0.40463257,0.6617737
2024-01-10 03:00:00,2.421051,-0.6805115,0.25308228
2024-01-10 04:00:00,2.6559143,-0.72299194,0.13833618
2024-01-10 05:00:00,2.5733948,-0.7469177,0.030426025
2024-01-10 06:00:00,2.651764,-1.0747986,-0.23300171
2024-01-10 07:00:00,3.0135803,-0.8692322,-0.11141968
2024-01-10 08:00:00,3.3475647,-0.9024353,-0.023529053
2024-01-10 09:00:00,3.3939514,-1.0533142,-0.5201111
2024-01-10 10:00:00,4.4823303,0.029205322,0.6542053
2024-01-10 11:00:00,5.1559143,1.4762268,1.7320862
2024-01-10 12:00:00,5.6288147,3.1385803,3.165924
2024-01-10 13:00:00,5.921051,4.2257385,3.9483948
2024-01-10 14:00:00,5.9654846,4.578766,4.6705627
2024-01-10 15:00:00,5.902252,4.511627,4.6600647
2024-01-10 16:00:00,5.691803,3.4496155,3.7992249
2024-01-10 17:00:00,5.830719,2.5709534,2.7135315
2024-01-10 18:00:00,5.7799377,2.176422,2.8229065
2024-01-10 19:00:00,6.061676,1.8683167,2.434723
2024-01-10 20:00:00,6.2447815,1.6647034,2.299469
2024-01-10 21:00:00,6.3382874,1.4691467,2.160553
2024-01-10 22:00:00,5.8919983,1.4603577,2.245514
2024-01-10 23:00:00,6.087311,1.3841858,2.4388733
2024-01-11 00:00:00,6.181061,1.9212952,2.5228577
2024-01-11 01:00:00,6.2149963,2.0567932,2.7032776
2024-01-11 02:00:00,6.0748596,2.1412659,2.8111877
2024-01-11 03:00:00,6.195465,2.382965,3.039215
2024-01-11 04:00:00,6.230377,2.1561584,2.8475647
2024-01-11 05:00:00,6.238678,2.3089905,2.9339905
2024-01-11 06:00:00,6.1441956,2.167633,3.1695862
2024-01-11 07:00:00,6.2064514,2.4740295,3.5189514
2024-01-11 08:00:00,6.2364807,2.6349182,3.5919495
2024-01-11 09:00:00,6.275055,3.1559143,3.4078674
2024-01-11 10:00:00,6.268219,3.8912659,3.799469
2024-01-11 11:00:00,6.571686,4.890045,4.899811
2024-01-11 12:00:00,6.6127014,5.3939514,5.602936
2024-01-11 13:00:00,6.689728,5.8713684,5.945587
2024-01-11 14:00:00,6.688263,6.1648254,6.330841
2024-01-11 15:00:00,6.5611877,5.9986877,6.0436096
2024-01-11 16:00:00,6.528961,5.497711,5.589508
2024-01-11 17:00:00,6.3297424,4.3004456,3.839508
2024-01-11 18:00:00,6.3993225,3.9579163,2.8661194
2024-01-11 19:00:00,6.443756,4.2132874,2.4769592
2024-01-11 20:00:00,6.490387,4.3556213,1.8419495
2024-01-11 21:00:00,6.448639,4.323639,2.138092
2024-01-11 22:00:00,5.863922,4.1373596,1.6373596
2024-01-11 23:00:00,5.9222717,4.3382874,2.0589905
2024-01-12 00:00:00,5.927643,4.1737366,2.1698303
2024-01-12 01:00:00,5.741852,4.4254456,2.5777893
2024-01-12 02:00:00,5.4527893,4.2398987,2.7066956
2024-01-12 03:00:00,5.4083557,4.1993713,3.14859
2024-01-12 04:00:00,5.247467,3.808014,3.1498108
2024-01-12 05:00:00,5.023102,3.6930237,3.4430237
2024-01-12 06:00:00,5.0155334,3.163971,3.3085022
2024-01-12 07:00:00,4.936676,3.340973,3.0323792
2024-01-12 08:00:00,4.988434,3.3087463,3.0782776
2024-01-12 09:00:00,4.8128967,2.9710999,3.426178
2024-01-12 10:00:00,4.480377,2.7381897,3.3163147
2024-01-12 11:00:00,4.3805237,2.5621643,3.589508
2024-01-12 12:00:00,4.5482483,3.1869202,4.2259827
2024-01-12 13:00:00,4.4615784,3.270172,4.2721252
2024-01-12 14:00:00,4.3229065,3.346344,4.422516
2024-01-12 15:00:00,4.255768,2.9569397,4.2635803
2024-01-12 16:00:00,4.1564026,2.6231995,3.8126526
2024-01-12 17:00:00,4.0941467,2.4066467,3.3929749
2024-01-12 18:00:00,3.796051,2.0421448,3.1769104
2024-01-12 19:00:00,3.5675354,1.7882385,2.9718323
2024-01-12 20:00:00,3.2394104,1.7980042,3.0362854
2024-01-12 21:00:00,2.837799,1.4178772,2.7811584
2024-01-12 22:00:00,1.6437073,1.0362854,2.4405823
2024-01-12 23:00:00,1.3836975,0.8114319,2.2840881
2024-01-13 00:00:00,1.1422424,0.64419556,2.087555
2024-01-13 01:00:00,1.1075745,0.9708557,1.8575745
2024-01-13 02:00:00,1.0277405,0.7406311,1.6429749
2024-01-13 03:00:00,0.7401428,0.9002991,1.5741272
2024-01-13 04:00:00,0.76651,1.1063538,1.5047913
2024-01-13 05:00:00,0.72817993,0.8199768,1.4039612
2024-01-13 06:00:00,0.7377014,0.91152954,1.0970764
2024-01-13 07:00:00,0.875885,-0.0010681152,1.2020569
2024-01-13 08:00:00,1.2096252,-0.11264038,0.830719
2024-01-13 09:00:00,1.6529846,0.05142212,0.76431274
2024-01-13 10:00:00,1.8995667,1.202301,1.2394104
2024-01-13 11:00:00,2.817047,2.2721252,1.9283752
2024-01-13 12:00:00,3.603424,3.0799866,2.7928772
2024-01-13 13:00:00,4.245636,4.0698547,3.3335266
2024-01-13 14:00:00,4.476837,4.631134,3.7014465
2024-01-13 15:00:00,4.6752014,4.9447327,3.7845764
2024-01-13 16:00:00,4.629547,5.065094,3.7154846
2024-01-13 17:00:00,4.474518,4.913971,3.5487366
2024-01-13 18:00:00,4.3746643,4.681305,3.3590393
2024-01-13 19:00:00,4.4391174,4.2379456,3.3805237
2024-01-13 20:00:00,4.275543,4.289215,3.1075745
2024-01-13 21:00:00,3.9457092,4.3910217,2.7289124
2024-01-13 22:00:00,3.7484436,4.3226624,3.1410217
2024-01-13 23:00:00,3.464264,3.886139,2.9916077
2024-01-14 00:00:00,3.1280823,4.1749573,3.3370667
2024-01-14 01:00:00,2.7779846,3.4752502,3.4772034
2024-01-14 02:00:00,2.3885803,3.1053772,3.5487366
2024-01-14 03:00:00,2.1549377,2.0943909,3.596344
2024-01-14 04:00:00,1.7835999,1.129303,3.412506
2024-01-14 05:00:00,1.8146057,0.6798401,3.5626526
2024-01-14 06:00:00,1.4159241,-0.9043884,3.0194397
2024-01-14 07:00:00,1.1695862,-0.44174194,2.556305
2024-01-14 08:00:00,1.0367737,-0.9944763,1.9684143
2024-01-14 09:00:00,1.1852112,-0.16635132,1.8121643
2024-01-14 10:00:00,1.927887,0.9220276,1.8692932
2024-01-14 11:00:00,2.933258,2.8316956,2.2828674
2024-01-14 12:00:00,3.8297424,4.339508,3.4527893
2024-01-14 13:00:00,4.483795,5.12442,4.5834045
2024-01-14 14:00:00,4.7586975,5.5282288,5.2782288
2024-01-14 15:00:00,4.5887756,5.5204163,5.139557
2024-01-14 16:00:00,4.0829163,4.4598694,4.7001038
2024-01-14 17:00:00,3.525299,3.2792053,4.058502
2024-01-14 18:00:00,3.26651,2.3016663,3.0262756
2024-01-14 19:00:00,2.983551,1.9562073,2.1925354
2024-01-14 20:00:00,2.561432,1.4559631,1.6747131
2024-01-14 21:00:00,1.8229065,0.9420471,0.91275024
2024-01-14 22:00:00,1.6429749,0.041412354,0.7406311
2024-01-14 23:00:00,1.2506409,-0.33139038,0.40493774
2024-01-15 00:00:00,0.7843323,-0.47543335,0.0519104
2024-01-15 01:00:00,0.5279846,-0.341156,-0.12435913
2024-01-15 02:00:00,0.39834595,-0.5215759,-0.2383728
2024-01-15 03:00:00,0.42276,-0.75497437,-0.56747437
2024-01-15 04:00:00,-0.047943115,-1.1905212,-1.0791931
2024-01-15 05:00:00,-0.21932983,-1.2896423,-1.2037048
2024-01-15 06:00:00,-0.4275818,-1.8611755,-1.3514099
2024-01-15 07:00:00,-0.6429138,-1.5589294,-1.3577576
2024-01-15 08:00:00,-0.7166443,-1.8592224,-1.4646912
2024-01-15 09:00:00,-0.90267944,-2.27182,-1.5257263
2024-01-15 10:00:00,0.010650635,-1.2549744,-0.41903687
2024-01-15 11:00:00,0.56777954,-0.029876709,0.48965454
2024-01-15 12:00:00,1.424469,1.4107971,1.5162659
2024-01-15 13:00:00,2.0404358,2.700592,2.6459045
2024-01-15 14:00:00,2.285553,3.0746155,2.975006
2024-01-15 15:00:00,2.2311096,2.988922,3.035797
2024-01-15 16:00:00,1.8531799,1.8473206,2.2672424
2024-01-15 17:00:00,1.0572815,0.127594,0.21743774
2024-01-15 18:00:00,0.25894165,-0.1902771,-0.48324585
2024-01-15 19:00:00,0.22012329,-0.6294861,-0.8247986
2024-01-15 20:00:00,-0.3675232,-0.87142944,-1.5901794
2024-01-15 21:00:00,-0.47177124,-1.0850525,-1.7862244
2024-01-15 22:00:00,-0.2918396,-0.5418396,-1.3426208
2024-01-15 23:00:00,-0.39974976,-0.41732788,-1.7669373
2024-01-16 00:00:00,-0.46298218,-1.0450134,-1.4903259
2024-01-16 01:00:00,-0.38656616,-0.37680054,-1.2225037
2024-01-16 02:00:00,-0.47885132,0.11489868,-1.847992
2024-01-16 03:00:00,-0.70614624,0.07510376,-2.485443
2024-01-16 04:00:00,-0.59994507,0.16177368,-2.3147888
2024-01-16 05:00:00,-0.5569763,0.25161743,-2.801117
2024-01-16 06:00:00,-0.44613647,0.46401978,-3.1531677
2024-01-16 07:00:00,-0.017669678,0.45498657,-3.130951
2024-01-16 08:00:00,0.27139282,0.39053345,-2.615326
2024-01-16 09:00:00,0.2970276,0.5802307,-2.7771912
2024-01-16 10:00:00,0.9142151,1.9239807,-1.7537537
2024-01-16 11:00:00,1.7003479,3.153473,0.0362854
2024-01-16 12:00:00,2.7357483,4.5072327,1.6009827
2024-01-16 13:00:00,3.2667542,5.2101135,2.452301
2024-01-16 14:00:00,3.45401,5.39151,3.1004944
2024-01-16 15:00:00,3.3927307,4.9513245,2.802887
2024-01-16 16:00:00,3.0919495,4.3399963,2.5724182
2024-01-16 17:00:00,2.2257385,3.044098,1.389801
2024-01-16 18:00:00,1.9906311,2.8285217,0.43203735
2024-01-16 19:00:00,1.9107971,2.7604065,0.61782837
2024-01-16 20:00:00,1.9979553,3.038971,0.20889282
2024-01-16 21:00:00,2.3004456,2.5133362,0.1637268
2024-01-16 22:00:00,2.0387268,2.69693,-0.2268982
2024-01-16 23:00:00,1.811676,0.9347229,-0.118011475
2024-01-17 00:00:00,1.4308167,0.889801,-0.6199646
2024-01-17 01:00:00,1.1253967,0.6937561,-0.995697
2024-01-17 02:00:00,0.46646118,-0.3362732,-1.285492
2024-01-17 03:00:00,0.4774475,-1.0127869,-1.8838806
2024-01-17 04:00:00,0.23208618,-0.9944763,-1.097992
2024-01-17 05:00:00,0.0018615723,-1.2149353,-0.5606384
2024-01-17 06:00:00,-0.42123413,-1.9759216,-0.58724976
2024-01-17 07:00:00,-0.74472046,-2.6353455,-1.1314392
2024-01-17 08:00:00,-0.74935913,-2.6145935,-1.2356873
2024-01-17 09:00:00,-0.95932007,-2.785492,-1.4163513
2024-01-17 10:00:00,-0.38607788,-1.8528748,-1.3802185
2024-01-17 11:00:00,0.34048462,-0.5892029,-0.2864685
2024-01-17 12:00:00,0.7850647,0.7596741,0.8299866
2024-01-17 13:00:00,1.2486877,1.5943909,1.721344
2024-01-17 14:00:00,1.4095764,2.2103577,2.1615295
2024-01-17 15:00:00,1.3692932,2.4825745,2.0724182
2024-01-17 16:00:00,0.87246704,1.1927795,1.1888733
2024-01-17 17:00:00,-0.063079834,-0.25448608,-0.52597046
2024-01-17 18:00:00,-0.7652283,-1.0152283,-1.7066345
2024-01-17 19:00:00,-1.1839294,-1.4397888,-2.0413513
2024-01-17 20:00:00,-1.5491638,-1.5374451,-2.1018982
2024-01-17 21:00:00,-1.9229431,-2.0577087,-2.5342712
2024-01-17 22:00:00,-2.297943,-3.0967712,-2.7745056
2024-01-17 23:00:00,-2.77182,-3.504242,-3.0882263
2024-01-18 00:00:00,-3.0152283,-4.384369,-2.8121033
2024-01-18 01:00:00,-2.8851013,-4.3538513,-2.8245544
2024-01-18 02:00:00,-2.8946228,-4.117279,-3.2012634
2024-01-18 03:00:00,-2.8714294,-3.9046326,-3.5628357
2024-01-18 04:00:00,-2.7327576,-3.7171326,-3.89682
2024-01-18 05:00:00,-2.6839294,-2.9690857,-3.6643982
2024-01-18 06:00:00,-2.8274841,-3.6497498,-4.247406
2024-01-18 07:00:00,-2.6331482,-3.8440857,-4.142914
2024-01-18 08:00:00,-2.6282654,-3.6477966,-4.0364685
2024-01-18 09:00:00,-2.8177185,-3.8352966,-3.870453
2024-01-18 10:00:00,-1.9161072,-2.1133728,-2.396576
2024-01-18 11:00:00,-0.7268982,-0.51205444,-0.8284607
2024-01-18 12:00:00,0.5614319,1.0419006,0.9911194
2024-01-18 13:00:00,1.7396545,2.4916077,2.4310608
2024-01-18 14:00:00,2.3783264,3.2044983,3.2084045
2024-01-18 15:00:00,2.6266174,3.4098206,3.5523987
2024-01-18 16:00:00,2.1949768,2.1754456,2.775055
2024-01-18 17:00:00,1.1422424,-0.08822632,-0.17416382
2024-01-18 18:00:00,0.70669556,-0.6409607,-1.3186951
2024-01-18 19:00:00,0.59194946,-0.7654724,-1.8904724
2024-01-18 20:00:00,0.361969,-0.81381226,-2.0716248
2024-01-18 21:00:00,0.034576416,-1.9341736,-1.908783
2024-01-18 22:00:00,-0.4300232,-1.6878357,-2.9183044
2024-01-18 23:00:00,-0.54867554,-1.6131287,-3.1307068
2024-01-19 00:00:00,-1.061615,-1.0752869,-3.438568
2024-01-19 01:00:00,-1.0335388,-0.69955444,-3.131195
2024-01-19 02:00:00,-0.89608765,-0.49960327,-3.0015564
2024-01-19 03:00:00,-1.0486755,-0.62680054,-3.2654724
2024-01-19 04:00:00,-0.8909607,-0.6878357,-3.4222107
2024-01-19 05:00:00,-0.7964783,-0.5093689,-3.6246033
2024-01-19 06:00:00,-0.77279663,-0.52279663,-3.4388123
2024-01-19 07:00:00,-0.9895935,-0.7610779,-2.7845154
2024-01-19 08:00:00,-0.9163513,-0.73275757,-2.2737732
2024-01-19 09:00:00,-0.5840759,-0.037200928,-0.5411072
2024-01-19 10:00:00,0.69107056,1.2965393,1.3219299
2024-01-19 11:00:00,1.8702698,2.309723,2.7296448
2024-01-19 12:00:00,3.0968323,3.7862854,4.4757385
2024-01-19 13:00:00,4.0279846,4.1803284,5.5299377
2024-01-19 14:00:00,4.334381,4.4652405,5.8461
2024-01-19 15:00:00,4.412262,4.6681213,5.9552307
2024-01-19 16:00:00,4.1441956,4.8590393,5.79068
2024-01-19 17:00:00,3.8414612,4.931305,5.3922424
2024-01-19 18:00:00,3.8448792,5.155426,5.43277
2024-01-19 19:00:00,4.2132874,5.4027405,5.705475
2024-01-19 20:00:00,4.4378967,5.5414124,6.1078186
2024-01-19 21:00:00,4.6891174,5.3590393,6.1246643
2024-01-19 22:00:00,5.0589905,5.7171936,6.75235
