time,Dublin_t2m_degC,Galway_t2m_degC,Cork_t2m_degC,Dublin_wind_speed10m_ms,Galway_wind_speed10m_ms,Cork_wind_speed10m_ms
2024-01-01 00:00:00,5.7635803,6.396393,5.617096,8.426119,6.120335,4.9275293
2024-01-01 01:00:00,5.4459534,5.922516,5.094391,8.082199,5.6392965,4.4547596
2024-01-01 02:00:00,5.434723,5.5187073,4.604645,7.943061,4.9280457,3.9223616
2024-01-01 03:00:00,5.2655334,5.257721,4.1112366,7.585234,4.3442683,3.1771178
2024-01-01 04:00:00,5.138092,5.1634827,3.917389,7.084112,3.9412625,2.8740475
2024-01-01 05:00:00,4.7565002,4.942047,3.736969,6.406179,3.6546428,2.7922423
2024-01-01 06:00:00,4.561676,5.0362854,4.0069885,5.725153,3.0077412,2.427059
2024-01-01 07:00:00,4.480377,4.542877,3.931549,4.9848757,2.2702322,2.2089736
2024-01-01 08:00:00,4.14151,4.815338,4.0829163,3.9574916,2.57619,2.211656
2024-01-01 09:00:00,3.872467,4.452545,5.2044983,3.4081333,3.0797205,2.8630548
2024-01-01 10:00:00,4.2760315,4.8404846,6.5240784,3.5159426,3.7485023,4.692614
2024-01-01 11:00:00,4.980377,5.306549,7.4042053,3.1947103,4.0506487,5.893394
2024-01-01 12:00:00,5.6664124,5.4652405,8.076569,3.2985544,4.5770836,5.863664
2024-01-01 13:00:00,6.1666565,5.8893127,8.977203,4.991637,5.38768,5.642827
2024-01-01 14:00:00,6.722809,6.2638245,9.601715,6.824348,5.5162816,5.7571425
2024-01-01 15:00:00,6.919586,6.480133,10.267242,7.447134,5.1265044,6.7817693
2024-01-01 16:00:00,7.6061096,6.863922,11.082672,7.4173756,5.2991285,6.9145274
2024-01-01 17:00:00,8.160797,7.2154846,11.469391,6.202098,5.341457,6.185138
2024-01-01 18:00:00,8.986237,8.177643,11.078033,6.7453446,6.5193105,5.5243626
2024-01-01 19:00:00,9.697418,10.326324,10.240387,6.58269,9.573879,6.11611
2024-01-01 20:00:00,10.262604,10.705963,10.323151,7.0805664,9.482609,6.2411275
2024-01-01 21:00:00,10.024567,11.30191,10.510895,7.8210444,9.218343,6.021477
2024-01-01 22:00:00,9.668854,10.330963,10.471588,7.9463725,7.503321,5.7042866
2024-01-01 23:00:00,9.45694,10.267487,10.603424,7.5758266,6.8550134,5.6655936
2024-01-02 00:00:00,9.138336,10.29068,10.528961,7.0211368,7.136182,5.712967
2024-01-02 01:00:00,9.091461,9.902008,10.030914,6.533877,6.764513,5.2326107
2024-01-02 02:00:00,9.217926,9.686676,9.735504,5.975939,6.796399,4.825424
2024-01-02 03:00:00,8.911041,9.799713,9.67276,6.002863,6.5404415,4.577718
2024-01-02 04:00:00,8.7447815,9.8385315,9.592438,5.755135,6.3725824,3.8608682
2024-01-02 05:00:00,8.861481,9.754059,9.756012,5.1195,4.891391,3.4999847
2024-01-02 06:00:00,8.888336,9.569977,9.523102,4.5255556,4.2964087,2.0919888
2024-01-02 07:00:00,9.022369,9.569244,9.246979,4.1198606,3.9145164,0.26074967
2024-01-02 08:00:00,8.8246155,9.353912,8.87735,3.353252,3.4714003,1.7314905
2024-01-02 09:00:00,8.402008,9.235992,9.060211,3.123909,3.6360214,2.227129
2024-01-02 10:00:00,8.485016,9.252594,8.738922,2.5926774,4.3867106,4.2699227
2024-01-02 11:00:00,8.350494,9.7274475,8.746979,2.4282725,4.1128592,4.646103
2024-01-02 12:00:00,8.293121,9.795074,9.007965,2.7214048,5.0289474,5.202109
2024-01-02 13:00:00,8.33316,9.286285,9.309723,3.7344277,5.4985304,6.507022
2024-01-02 14:00:00,8.714508,9.048492,9.527008,4.8848624,5.7669487,6.860379
2024-01-02 15:00:00,8.598053,8.672272,9.291412,5.279944,5.7802644,5.820185
2024-01-02 16:00:00,8.556305,8.394196,8.827789,5.3783097,5.9987707,5.1951666
2024-01-02 17:00:00,8.140289,8.370758,8.306305,5.544887,4.788321,4.559396
2024-01-02 18:00:00,7.7323303,8.537018,8.376862,5.826563,4.3793726,4.344977
2024-01-02 19:00:00,7.5314026,8.136871,8.152496,5.863951,3.861949,3.8288856
2024-01-02 20:00:00,7.311676,7.9933167,7.891754,5.6712055,3.4172795,3.3145893
2024-01-02 21:00:00,7.273834,7.5589905,7.680084,5.24562,3.4919446,3.0852628
2024-01-02 22:00:00,6.8541565,7.254547,7.6842346,4.5951056,3.515241,3.395929
2024-01-02 23:00:00,6.7689514,7.261139,7.7377014,3.7429447,3.550342,3.498073
2024-01-03 00:00:00,6.563141,7.0260315,7.5592346,3.4890761,3.2911456,3.4375772
2024-01-03 01:00:00,6.473053,7.0101624,7.1683655,3.029805,2.5024157,3.2132845
2024-01-03 02:00:00,6.351959,6.832428,7.1214905,2.6645696,2.2416322,3.243501
2024-01-03 03:00:00,6.2984924,7.13443,7.3766174,2.5738144,2.2051811,3.135871
2024-01-03 04:00:00,6.518219,7.4674377,6.969391,2.658783,2.2289538,2.925897
2024-01-03 05:00:00,6.808014,7.0541077,6.9095764,2.8647993,2.403563,2.9397757
2024-01-03 06:00:00,6.9740295,6.981842,6.823639,3.0430691,2.4467568,3.0417953
2024-01-03 07:00:00,7.1063538,7.01651,6.7567444,3.0910199,2.6383986,3.1625164
2024-01-03 08:00:00,7.1842346,7.1217346,7.063141,2.9970448,2.815286,3.3014233
2024-01-03 09:00:00,7.038971,7.355377,7.353424,3.2999313,2.9856284,3.3749294
2024-01-03 10:00:00,7.148834,7.8382874,6.9476624,3.6957126,3.3432035,3.869082
2024-01-03 11:00:00,7.582184,8.279449,7.7052307,4.4212503,3.3452573,3.9437954
2024-01-03 12:00:00,8.052887,8.849762,8.574371,5.3675575,4.1797338,4.441617
2024-01-03 13:00:00,8.334869,9.250885,8.942291,5.031762,4.115276,4.6433935
2024-01-03 14:00:00,8.493317,8.93277,9.23941,4.9935565,4.3293433,4.352519
2024-01-03 15:00:00,8.361481,8.349762,8.77359,4.3073106,4.81877,4.6539793
2024-01-03 16:00:00,7.9076233,8.028717,8.347076,3.8905692,4.472199,4.631637
2024-01-03 17:00:00,7.4967346,7.8678284,7.9908752,3.9282193,4.732122,5.039341
2024-01-03 18:00:00,7.622711,7.5680237,7.507477,4.131757,5.0089293,5.04773
2024-01-03 19:00:00,7.353668,7.365387,6.910309,4.3768573,5.22951,5.0083737
2024-01-03 20:00:00,7.141754,7.296051,6.512848,4.7414975,5.9544296,4.938632
2024-01-03 21:00:00,6.948639,7.1908264,6.227936,5.2961082,6.4200974,4.7249923
2024-01-03 22:00:00,6.7413635,7.544098,5.8155823,5.693108,6.3401213,4.645851
2024-01-03 23:00:00,6.875641,7.750641,5.766266,5.7988605,6.057528,4.105562
2024-01-04 00:00:00,6.962311,7.3334045,5.1127014,6.023353,5.701671,3.633524
2024-01-04 01:00:00,6.8661194,7.264557,5.045807,5.817658,5.782709,3.7354076
2024-01-04 02:00:00,6.5570374,6.8441467,4.7621155,6.0980425,5.791401,3.4501271
2024-01-04 03:00:00,6.3490295,6.778717,4.2377014,6.4065,5.5162334,2.627517
2024-01-04 04:00:00,5.9024963,6.42984,3.631012,6.2633114,4.999556,2.2482228
2024-01-04 05:00:00,5.5279846,6.1783752,2.9674377,5.9611197,4.4518056,2.163429
2024-01-04 06:00:00,5.228424,5.839752,2.4256897,5.534835,4.0649757,2.2003815
2024-01-04 07:00:00,4.8231506,5.719635,2.2997131,4.921887,3.6408725,2.3419738
2024-01-04 08:00:00,4.2586975,5.1610413,1.9481506,4.420233,3.2737198,2.385735
2024-01-04 09:00:00,4.033844,4.754547,1.8697815,4.092375,3.058638,2.3365614
2024-01-04 10:00:00,4.430084,5.101959,2.5589905,3.5035348,2.750939,1.6908152
2024-01-04 11:00:00,5.309723,6.37027,4.3780823,3.2196252,2.7954502,1.7854061
2024-01-04 12:00:00,5.999298,7.54422,5.780548,2.9720817,2.7077386,1.5236671
2024-01-04 13:00:00,6.462311,8.444733,6.759186,2.9136698,2.6023746,1.7469488
2024-01-04 14:00:00,6.6826477,8.618195,7.434601,2.683144,2.5530288,1.939647
2024-01-04 15:00:00,6.453766,8.47525,7.3268127,2.416792,2.5449386,2.429225
2024-01-04 16:00:00,5.5467834,7.7362366,6.2069397,2.1168833,2.2737799,1.9321048
2024-01-04 17:00:00,4.6512756,6.4794006,4.3680725,1.9756587,1.8854612,2.0290706
2024-01-04 18:00:00,4.311432,5.89151,4.2137756,2.1837978,1.9227389,2.062601
2024-01-04 19:00:00,3.8529358,5.858795,4.2533264,2.3063648,2.1481705,2.2883973
2024-01-04 20:00:00,3.6561584,5.6092834,4.011627,2.5983882,2.3624625,2.5398521
2024-01-04 21:00:00,3.6283264,5.0677795,4.118561,2.8313818,2.503008,2.756446
2024-01-04 22:00:00,3.6756897,5.2010803,3.9881897,2.8992114,2.7264671,3.1284242
2024-01-04 23:00:00,3.6539612,4.8941956,4.0660706,3.0693054,2.6143234,3.2976687
2024-01-05 00:00:00,3.584381,4.879303,4.142975,3.010405,2.658891,3.4072468
2024-01-05 01:00:00,3.3368225,4.577057,4.174713,3.3857613,2.4772928,3.5434217
2024-01-05 02:00:00,3.431549,4.496002,4.382721,3.6778746,2.535376,3.555401
2024-01-05 03:00:00,3.2223206,4.241852,4.0328674,3.9228718,2.6347919,3.6343253
2024-01-05 04:00:00,3.341217,3.9877014,4.075592,4.0982847,2.7336435,3.6807945
2024-01-05 05:00:00,3.691803,3.5726624,3.879303,4.271054,2.6750975,3.7102087
2024-01-05 06:00:00,3.8546448,3.4249573,3.921051,4.511504,2.5118756,3.65387
2024-01-05 07:00:00,3.952301,3.1886292,3.8663635,4.615202,2.4187934,3.644668
2024-01-05 08:00:00,4.1092834,2.7049866,3.8182678,4.7096534,2.5230038,3.6237266
2024-01-05 09:00:00,3.9515686,3.0609436,3.8050842,4.9299283,2.4526093,3.7025506
2024-01-05 10:00:00,4.1219788,4.1922913,4.1532288,5.131288,2.7019308,3.691385
2024-01-05 11:00:00,5.072296,5.804718,5.8086243,4.958531,2.7828403,3.6640513
2024-01-05 12:00:00,5.941681,7.252228,6.992462,5.1608763,3.1688683,3.523693
2024-01-05 13:00:00,6.665436,7.8509827,7.6107483,5.3225503,3.4358432,3.7715337
2024-01-05 14:00:00,6.859894,7.816925,7.6997375,5.0342784,4.350157,3.9916809
2024-01-05 15:00:00,6.6634827,7.431061,7.3197327,5.277478,4.13333,4.048866
2024-01-05 16:00:00,5.9654846,6.2408752,6.4361877,4.9766793,3.9747765,4.112126
2024-01-05 17:00:00,5.0311584,5.0956116,5.2655334,4.903713,3.5595896,4.288334
2024-01-05 18:00:00,4.6715393,4.355133,4.5660706,4.814805,3.226404,4.381158
2024-01-05 19:00:00,4.2601624,3.894928,4.305084,4.744478,2.9664645,4.192633
2024-01-05 20:00:00,3.986969,3.879547,3.971344,4.762296,2.8295271,3.93181
2024-01-05 21:00:00,3.8141174,3.5934143,3.54068,4.728259,2.6174643,3.6761334
2024-01-05 22:00:00,3.3021545,2.7572327,2.8275452,4.7577033,2.3251936,3.006554
2024-01-05 23:00:00,2.9103088,2.584137,2.474762,4.5317507,2.4061599,2.9894886
2024-01-06 00:00:00,2.7745667,2.8956604,2.3526917,4.211752,2.4507499,3.032903
2024-01-06 01:00:00,2.4725647,2.9335022,2.3182678,4.161742,2.3244781,3.0687597
2024-01-06 02:00:00,2.1888733,2.950592,2.2748108,4.2740273,2.437891,3.1690605
2024-01-06 03:00:00,2.021637,2.9532776,2.2540588,4.163682,2.4794867,3.0732913
2024-01-06 04:00:00,1.9842834,2.7850647,2.1307678,4.05959,2.458772,3.0452302
2024-01-06 05:00:00,1.8490295,2.4388733,2.091217,3.9118207,2.409635,3.071681
2024-01-06 06:00:00,1.5704651,2.2384338,1.9337463,3.7540877,2.398503,3.0585332
2024-01-06 07:00:00,1.5670471,1.5123596,1.6607971,3.5425732,2.2056055,2.9322956
2024-01-06 08:00:00,1.3441467,0.644928,1.7484436,3.5092955,1.9594859,2.8957827
2024-01-06 09:00:00,1.3744202,0.077545166,1.6673889,3.4387546,2.2677126,2.8497145
2024-01-06 10:00:00,1.6903381,1.8192444,2.4891663,3.3858323,1.437678,2.8402166
2024-01-06 11:00:00,2.9166565,3.846344,3.8365784,3.303402,1.7873863,2.651506
2024-01-06 12:00:00,4.1947327,5.5072327,5.3959045,3.0736094,1.4783064,2.2598474
2024-01-06 13:00:00,5.2294006,7.0555725,6.7274475,3.0555708,1.4507458,2.4676585
2024-01-06 14:00:00,5.736725,7.5921936,7.1214905,3.1019237,1.5539114,2.6193247
2024-01-06 15:00:00,5.69693,7.4684143,7.2359924,3.0798798,1.4278835,2.4097881
2024-01-06 16:00:00,5.2638245,6.322418,6.4513245,2.9832258,1.8222971,2.094045
2024-01-06 17:00:00,3.990387,4.119293,4.009918,2.9782681,2.4001582,2.2525868
2024-01-06 18:00:00,3.5416565,3.3131409,2.5748596,2.8512716,2.2613657,2.3748379
2024-01-06 19:00:00,2.841217,2.5794983,1.5658264,2.6563559,2.324354,2.3146343
2024-01-06 20:00:00,2.3243713,2.1212463,0.95913696,2.5403588,2.2815638,2.3514888
2024-01-06 21:00:00,1.8058167,1.4659729,0.33706665,2.4934175,2.112404,2.2261655
2024-01-06 22:00:00,1.5284729,1.1886292,-0.22543335,2.4092011,1.7153646,1.9055526
2024-01-06 23:00:00,1.1117249,0.96328735,-0.542572,2.2707248,1.7702416,1.7393616
2024-01-07 00:00:00,0.80874634,1.2853088,-0.2810974,2.1027887,1.8904759,1.7118676
2024-01-07 01:00:00,0.49649048,0.91641235,-0.3765564,2.174311,2.0175962,1.9596105
2024-01-07 02:00:00,0.38613892,0.2982483,-0.14901733,2.1236858,1.3439685,1.7440622
2024-01-07 03:00:00,0.4125061,-0.683197,-0.50546265,2.022828,1.6000175,1.6205791
2024-01-07 04:00:00,1.1578674,-1.4808044,-0.27963257,1.7820964,1.2322205,1.7211454
2024-01-07 05:00:00,1.1210022,-1.4903259,-0.43954468,1.606394,1.6695246,1.7205129
2024-01-07 06:00:00,0.690094,-1.2356873,-0.8333435,1.4930726,1.4434984,1.708746
2024-01-07 07:00:00,0.3253479,-1.3855896,-1.1512146,1.4602523,1.4749737,1.6274513
2024-01-07 08:00:00,0.27407837,-1.8938904,-1.4759216,1.3480632,1.5696638,1.6707889
2024-01-07 09:00:00,0.07095337,-1.6438904,-1.3860779,1.400207,1.7044376,1.7313758
2024-01-07 10:00:00,0.62197876,-0.81747437,-0.624115,1.4682728,1.8676691,1.5665511
2024-01-07 11:00:00,1.6251526,0.41226196,0.71499634,1.3647473,1.8544108,1.5938444
2024-01-07 12:00:00,2.6459045,1.3978577,2.1185608,1.0506436,1.9473903,1.4356496
2024-01-07 13:00:00,3.0416565,2.0318909,2.7506409,0.81172127,1.716511,1.2957379
2024-01-07 14:00:00,3.7552795,2.8002014,3.667389,1.1504924,1.78572,1.2740508
2024-01-07 15:00:00,3.8282776,2.99234,3.71109,1.2104112,2.424014,1.4760475
2024-01-07 16:00:00,3.193512,2.1192932,3.1407776,1.0192659,2.5498853,1.9090787
2024-01-07 17:00:00,1.9772034,0.71743774,2.2115784,1.4324193,2.5060732,1.8310167
2024-01-07 18:00:00,1.70401,-0.15731812,1.7157288,1.2394819,2.5677042,1.8604975
2024-01-07 19:00:00,1.6341858,-0.49667358,1.372467,1.6426935,2.6458347,1.8100444
2024-01-07 20:00:00,1.3470764,-0.7876892,1.3587952,1.6726053,2.9556248,1.9414037
2024-01-07 21:00:00,0.4618225,-1.0479431,1.0536194,1.7690587,3.0971162,2.2542298
2024-01-07 22:00:00,0.8800354,-1.2859802,1.0187073,1.9066375,2.9176607,2.2405698
2024-01-07 23:00:00,0.9532776,-1.3338318,0.76968384,2.2970738,2.7553658,2.479076
2024-01-08 00:00:00,1.1874084,-1.304779,0.68740845,2.593595,3.1317205,3.0394895
2024-01-08 01:00:00,1.3329163,-0.99716187,1.0458069,2.7155285,3.0517342,3.13832
2024-01-08 02:00:00,1.2884827,-1.1470642,0.8138733,2.563917,3.2564738,3.3677058
2024-01-08 03:00:00,1.1810608,-0.8560486,1.0326233,2.5174842,3.225644,3.7325459
2024-01-08 04:00:00,0.7142639,-0.9048767,0.8998108,2.562477,2.8989663,3.5961583
2024-01-08 05:00:00,1.0990295,-0.8560486,0.70254517,2.8916848,2.9839416,3.6780143
2024-01-08 06:00:00,1.1273499,-0.91171265,0.5609436,3.3575416,3.4324996,3.8439965
2024-01-08 07:00:00,1.936676,-0.32894897,0.46206665,3.8803046,3.7655704,3.7323077
2024-01-08 08:00:00,2.3331604,-0.33676147,0.44839478,4.1066856,4.138826,3.7238247
2024-01-08 09:00:00,2.184723,0.11050415,1.061676,4.060541,4.112022,3.8842895
2024-01-08 10:00:00,2.6888733,-0.38729858,2.0560608,3.9495792,4.0330343,4.4221616
2024-01-08 11:00:00,2.9710999,0.55703735,2.9398499,4.3689623,3.8868947,4.6685624
2024-01-08 12:00:00,3.5177307,1.6564026,3.6524963,4.526214,3.424165,4.5954227
2024-01-08 13:00:00,3.6747131,2.6629944,3.9461975,4.524543,3.4644804,4.963653
2024-01-08 14:00:00,3.9337463,2.86734,3.7442932,4.653738,4.1071305,5.3059144
2024-01-08 15:00:00,3.7884827,2.7650452,3.5502014,4.7922544,4.0949516,4.958213
2024-01-08 16:00:00,3.589508,1.8180237,2.8160706,4.7198906,3.7720518,4.631856
2024-01-08 17:00:00,3.2001038,0.38955688,2.3485413,5.0987897,3.3190851,4.0902214
2024-01-08 18:00:00,3.2679749,-0.04257202,1.8539124,5.5318375,3.115867,3.6646836
2024-01-08 19:00:00,3.4535217,-0.12069702,1.7992249,5.8710494,3.0969617,3.7003398
2024-01-08 20:00:00,3.3087463,0.006011963,1.7189026,6.0842466,3.2303786,3.8875823
2024-01-08 21:00:00,3.2113342,0.38320923,1.832428,6.342689,3.3487003,3.9584486
2024-01-08 22:00:00,3.1488342,0.41836548,2.2210999,6.45144,3.6924264,4.615272
2024-01-08 23:00:00,3.1012268,0.5445862,2.027008,6.398363,3.6293235,4.40202
2024-01-09 00:00:00,2.9960022,0.1600647,1.6874084,6.579941,3.4991088,4.3418984
2024-01-09 01:00:00,3.027008,0.054351807,1.167633,6.8336167,3.6250389,4.8277874
2024-01-09 02:00:00,3.1197815,-0.040374756,0.99868774,7.033798,3.693486,5.0163193
2024-01-09 03:00:00,3.2503967,0.0921936,0.848053,7.1701565,3.6949058,4.6420703
2024-01-09 04:00:00,3.2982483,0.24942017,0.92910767,7.196253,3.6793284,4.6056767
2024-01-09 05:00:00,3.1322327,0.089263916,0.7513733,7.1051116,3.507139,4.463425
2024-01-09 06:00:00,3.1947327,0.06777954,0.9623108,7.0011806,3.3501854,4.100777
2024-01-09 07:00:00,3.2623596,0.03189087,1.2740784,6.9221306,3.3399901,4.0073385
2024-01-09 08:00:00,3.2591858,0.22988892,1.763092,6.842767,3.515932,3.9862814
2024-01-09 09:00:00,3.1256409,0.123687744,1.705719,6.8499904,3.551386,4.008861
2024-01-09 10:00:00,3.3214417,1.3097229,2.1280823,7.026353,3.6724603,4.0511436
2024-01-09 11:00:00,3.410553,2.021881,2.7445374,7.336222,3.7860942,4.117205
2024-01-09 12:00:00,3.4825745,2.914215,3.195465,7.168882,3.7926278,4.1068997
2024-01-09 13:00:00,3.8294983,3.5677795,3.4877014,7.0254784,3.2224436,4.508722
2024-01-09 14:00:00,3.92276,3.782135,3.4169006,6.8753715,3.489137,4.6558003
2024-01-09 15:00:00,3.9637756,3.592682,3.4325256,6.220514,4.184419,4.775295
2024-01-09 16:00:00,3.9337463,2.7071838,3.1915588,5.729639,3.9312253,4.536823
2024-01-09 17:00:00,3.7447815,1.596344,2.7623596,5.8745604,3.7684238,4.070644
2024-01-09 18:00:00,3.5856018,0.82388306,2.1266174,6.1956043,3.9322476,3.9864388
2024-01-09 19:00:00,3.3053284,0.45767212,1.8346252,6.2645745,4.2772026,4.0406227
2024-01-09 20:00:00,3.0502014,0.13027954,1.4388733,6.2146196,4.513553,4.1542253
2024-01-09 21:00:00,2.714264,0.016998291,1.2279358,6.165365,4.477061,4.1384654
2024-01-09 22:00:00,2.804596,-0.1368103,0.8319397,6.2604623,4.0026307,3.4052474
2024-01-09 23:00:00,2.6202698,-0.1668396,0.7452698,6.0407805,3.9042737,3.8975332
2024-01-10 00:00:00,2.5975647,-0.3008728,0.7850647,5.9390593,4.1330814,4.292498
2024-01-10 01:00:00,2.611969,-0.28256226,0.752594,5.8194366,4.3032136,4.3598313
2024-01-10 02:00:00,2.511383,-0.40463257,0.6617737,5.7328997,4.3210692,4.4885254
2024-01-10 03:00:00,2.421051,-0.6805115,0.25308228,5.6207447,4.2130404,4.5529613
2024-01-10 04:00:00,2.6559143,-0.72299194,0.13833618,5.605454,4.20585,4.501039
2024-01-10 05:00:00,2.5733948,-0.7469177,0.030426025,5.49623,4.2658,4.472028
2024-01-10 06:00:00,2.651764,-1.0747986,-0.23300171,5.4082265,4.1904526,4.473688
2024-01-10 07:00:00,3.0135803,-0.8692322,-0.11141968,5.243688,4.0521016,4.3093166
2024-01-10 08:00:00,3.3475647,-0.9024353,-0.023529053,4.974726,3.9081516,3.9958193
2024-01-10 09:00:00,3.3939514,-1.0533142,-0.5201111,4.820656,3.764625,3.812407
2024-01-10 10:00:00,4.4823303,0.029205322,0.6542053,4.9608736,3.8778923,3.4189596
2024-01-10 11:00:00,5.1559143,1.4762268,1.7320862,4.7142525,3.972323,3.5282931
2024-01-10 12:00:00,5.6288147,3.1385803,3.165924,4.277286,3.685456,3.230609
2024-01-10 13:00:00,5.921051,4.2257385,3.9483948,4.726296,3.097998,3.2233968
2024-01-10 14:00:00,5.9654846,4.578766,4.6705627,4.941123,3.5562863,2.9104643
2024-01-10 15:00:00,5.902252,4.511627,4.6600647,4.8133993,3.2172296,2.9640865
2024-01-10 16:00:00,5.691803,3.4496155,3.7992249,4.8591123,3.2485063,2.6026628
2024-01-10 17:00:00,5.830719,2.5709534,2.7135315,4.759159,3.4831712,2.6006677
2024-01-10 18:00:00,5.7799377,2.176422,2.8229065,4.6092505,3.5189893,2.6462605
2024-01-10 19:00:00,6.061676,1.8683167,2.434723,4.572292,3.4622605,2.6630018
2024-01-10 20:00:00,6.2447815,1.6647034,2.299469,4.7823167,3.4613485,2.917154
2024-01-10 21:00:00,6.3382874,1.4691467,2.160553,4.9544926,3.3960814,3.1156762
2024-01-10 22:00:00,5.8919983,1.4603577,2.245514,4.6969886,3.441919,3.200477
2024-01-10 23:00:00,6.087311,1.3841858,2.4388733,4.755822,3.6313183,3.2549317
2024-01-11 00:00:00,6.181061,1.9212952,2.5228577,4.978113,3.7590797,3.3308904
2024-01-11 01:00:00,6.2149963,2.0567932,2.7032776,4.952477,3.6456358,3.3812509
2024-01-11 02:00:00,6.0748596,2.1412659,2.8111877,4.8566217,3.4828532,3.302464
2024-01-11 03:00:00,6.195465,2.382965,3.039215,4.8109856,3.3612838,3.2215564
2024-01-11 04:00:00,6.230377,2.1561584,2.8475647,4.644566,3.1537004,3.1263483
2024-01-11 05:00:00,6.238678,2.3089905,2.9339905,4.6095915,3.024702,2.930095
2024-01-11 06:00:00,6.1441956,2.167633,3.1695862,4.3876734,3.0834591,2.7947934
2024-01-11 07:00:00,6.2064514,2.4740295,3.5189514,4.248013,3.1262038,2.7609563
2024-01-11 08:00:00,6.2364807,2.6349182,3.5919495,4.2919645,3.2810922,2.8028643
2024-01-11 09:00:00,6.275055,3.1559143,3.4078674,4.078657,3.1658862,2.8571272
2024-01-11 10:00:00,6.268219,3.8912659,3.799469,3.7944486,3.1378646,2.575333
2024-01-11 11:00:00,6.571686,4.890045,4.899811,3.7687545,3.0219,2.5988197
2024-01-11 12:00:00,6.6127014,5.3939514,5.602936,4.3987336,3.054996,2.874446
2024-01-11 13:00:00,6.689728,5.8713684,5.945587,3.9668674,3.0310578,3.4490237
2024-01-11 14:00:00,6.688263,6.1648254,6.330841,4.073574,2.695781,3.5058744
2024-01-11 15:00:00,6.5611877,5.9986877,6.0436096,3.7588966,2.7981844,3.3557398
2024-01-11 16:00:00,6.528961,5.497711,5.589508,3.7841349,2.6581473,3.0030801
2024-01-11 17:00:00,6.3297424,4.3004456,3.839508,3.7957416,2.524181,2.7422059
2024-01-11 18:00:00,6.3993225,3.9579163,2.8661194,3.7583888,2.5289595,2.8484292
2024-01-11 19:00:00,6.443756,4.2132874,2.4769592,3.6449811,2.4755821,2.8404963
2024-01-11 20:00:00,6.490387,4.3556213,1.8419495,3.4624612,2.467713,2.672788
2024-01-11 21:00:00,6.448639,4.323639,2.138092,3.3401785,2.30178,2.504032
2024-01-11 22:00:00,5.863922,4.1373596,1.6373596,2.707542,1.9921921,1.9115444
2024-01-11 23:00:00,5.9222717,4.3382874,2.0589905,2.3145707,2.1052005,2.11178
2024-01-12 00:00:00,5.927643,4.1737366,2.1698303,2.2349377,2.2455583,2.0834403
2024-01-12 01:00:00,5.741852,4.4254456,2.5777893,2.572712,2.2145858,1.9715939
2024-01-12 02:00:00,5.4527893,4.2398987,2.7066956,2.73377,2.0335336,2.020693
2024-01-12 03:00:00,5.4083557,4.1993713,3.14859,2.6433694,2.0288904,2.0052285
2024-01-12 04:00:00,5.247467,3.808014,3.1498108,2.3982847,2.0705123,1.9922794
2024-01-12 05:00:00,5.023102,3.6930237,3.4430237,2.2528892,1.921795,2.1072438
2024-01-12 06:00:00,5.0155334,3.163971,3.3085022,2.194867,1.7432235,2.2347794
2024-01-12 07:00:00,4.936676,3.340973,3.0323792,2.286975,1.6444489,2.1218133
2024-01-12 08:00:00,4.988434,3.3087463,3.0782776,2.2456834,1.7937158,2.0175579
2024-01-12 09:00:00,4.8128967,2.9710999,3.426178,2.006068,1.8394002,1.951711
2024-01-12 10:00:00,4.480377,2.7381897,3.3163147,2.9860988,2.1341448,2.3239985
2024-01-12 11:00:00,4.3805237,2.5621643,3.589508,2.2641435,2.25116,2.5896087
2024-01-12 12:00:00,4.5482483,3.1869202,4.2259827,1.8326982,1.8077047,2.5055668
2024-01-12 13:00:00,4.4615784,3.270172,4.2721252,1.6076865,1.0365912,2.3879778
2024-01-12 14:00:00,4.3229065,3.346344,4.422516,1.4740736,0.99943507,2.2337644
2024-01-12 15:00:00,4.255768,2.9569397,4.2635803,1.5986192,1.6142011,2.1802387
2024-01-12 16:00:00,4.1564026,2.6231995,3.8126526,2.002631,1.9755633,1.980171
2024-01-12 17:00:00,4.0941467,2.4066467,3.3929749,2.546246,1.7699766,2.2239473
2024-01-12 18:00:00,3.796051,2.0421448,3.1769104,2.6289454,1.3324099,2.4258714
2024-01-12 19:00:00,3.5675354,1.7882385,2.9718323,2.341737,1.3645631,2.4049897
2024-01-12 20:00:00,3.2394104,1.7980042,3.0362854,2.413207,1.4685004,2.2532294
2024-01-12 21:00:00,2.837799,1.4178772,2.7811584,2.8803318,1.392242,2.2114618
2024-01-12 22:00:00,1.6437073,1.0362854,2.4405823,3.136218,1.0526599,2.3045528
2024-01-12 23:00:00,1.3836975,0.8114319,2.2840881,2.3803313,0.91606075,2.675847
2024-01-13 00:00:00,1.1422424,0.64419556,2.087555,2.0417852,0.85742193,2.9596603
2024-01-13 01:00:00,1.1075745,0.9708557,1.8575745,2.1695933,0.30233678,2.6254103
2024-01-13 02:00:00,1.0277405,0.7406311,1.6429749,2.4029288,0.4888001,2.2126014
2024-01-13 03:00:00,0.7401428,0.9002991,1.5741272,2.494193,0.60073817,2.1678154
2024-01-13 04:00:00,0.76651,1.1063538,1.5047913,2.4784107,0.3572848,2.5570836
2024-01-13 05:00:00,0.72817993,0.8199768,1.4039612,2.4365933,0.5008046,2.7637415
2024-01-13 06:00:00,0.7377014,0.91152954,1.0970764,2.386334,0.8149041,2.5082536
